news,label,cleaned_news,tokens
ملک میں کورونا وائرس کے مجموعی کیسز کی تعداد 4 لاکھ 67 ہزار 222 ہوگئی جس میں سے 4 لاکھ 18 ہزار 958 صحتیاب ہوئے ہیں۔,real,ملک کورونا وائرس مجموعی کیسز تعداد 4 لاکھ 67 ہزار 222 ہو گئی جس 4 لاکھ 18 ہزار 958 صحت یاب ہوئے ہیں,"['ملک', 'کورونا', 'وائرس', 'مجموعی', 'کیسز', 'تعداد', '4', 'لاکھ', '67', 'ہزار', '222', 'ہو', 'گئی', 'جس', '4', 'لاکھ', '18', 'ہزار', '958', 'صحت', 'یاب', 'ہوئے', 'ہیں']"
افغان حملہ آور رضا گل طالبان حملہ آوروں کو مارنے کے لئے مقتول بیٹے کی بندوق اٹھا رہی ہے,fake,افغان حملہ آور رضا گل طالبان حملہ آوروں مارنے لئے مقتول بیٹے بندوق اٹھا رہی,"['افغان', 'حملہ', 'آور', 'رضا', 'گل', 'طالبان', 'حملہ', 'آوروں', 'مارنے', 'لئے', 'مقتول', 'بیٹے', 'بندوق', 'اٹھا', 'رہی']"
شکاگو ایک نئے مطالعے سے معلوم ہوا ہے کہ کئی امراض سے بچانے والا جادوئی روبوٹ تیار کر لیا گیا ہے جو کہ انسانی جسم سے فاسد مادوں کو باہر نکالنے کی صلاحیت رکھتا ہے اور اس طرح وہ عارض قلب، گردوں الزائیمر اور ڈیمنشیا جیسے مرض کے خطرے کو کم سے کم کرنے میں معاونت کرتا ہے اس کے علاوہ الزائیمر کے مرض کی شدت کو بھی کم کرتا ہے اس روبوٹ کو چیک کرنے کے لیے چوہوں پر تجربات کیے گئے جس سے یہ نتیجہ اخذ کیا گیا ہے کہ یہ روبوٹ دماغ کے ان زہریلے پروٹین کو ختم کرتا ہے جو کہ نہ صرف کینسر کا باعث بنتی ہے بلکہ صحت کے دماغی خلیات کو بھی تباہ کرتے رہتے ہیں شکاگو میں رش یونیورسٹی کے میڈیکل سینٹر میں سائنس دانوں کی ایک ٹیم نے چوہوں پر تجربات میں کیے ہیں جس کے مطابق یہ روبوٹ دماغ سے خلیات کے درمیان فاسد موادں کو صاف کرسکتا ہے اور الزائیمر سمیت کئی امراض کو دور کرنے میں بھی مدد فراہم کرتا ہے کامیاب تجربات کے بعد یہ امید ظاہر کی جا رہی ہے کہ یہ روبوٹ چوہوں کے بعد انسانوں پر بھی استعمال کیا جا سکے گا رش یونیورسٹی کے پروفیسر کالی پاڈا پاہن کا کہنا ہے کہ الزائیمر کو بڑھنے سے روکنے والی کوئی دوا ہمارے پاس نہیں لیکن یہ روبوٹ اس میں اہم کردار ادا کرسکتا ہے انکا کہنا ہے کہ امائی لوئڈ بی ٹا پر مبنی فاسد خلوی مواد دماغ میں جمع ہوتا ہے اور یہ ٹاؤ پروٹین کی وجہ سے بنتا ہے اس سے دماغ کے صحت مند خلیات تباہ ہونے لگتے ہیں اور الزائیمر سمیت کئی امراض جنم لیتے ہیں اس تناظر میں یہ روبوٹ نہایت اہمیت کا حامل ہے اس کے علاوہاس روبوٹ کا مسلسل استعمال دل کینسر اور ڈیمنشیا جیسے امراض کو بھی دور کرنے کی صلاحیت رکھتا ہے علاوہ ازیں روبوٹ جسم کی اندرونی سوزش بھی کم کرسکتا ہے اب معلوم ہوا ہے کہ یہ دماغ میں یادداشت کے اہم مقام ہپوکیمپس میں جمع ہونے والے امائی لوئڈ بی ٹا کو صاف کرسکتا ہے ماہرین کے مطابق یہ پروٹین بڑھتا ہے تو الزائیمر کا مرض جنم لیتا ہے  روبوٹ میں موجود الیفراریڈ ریز ایسے کیمیکلز کو بڑھاتی ہے جو نیورونز صاف کرتے اور دماغ سے مضر مواد کو نکال باہر کرتے ہیں اس طرح روبوٹ اس خطرناک مرض کو روکنے میں مددگار ثابت ہوسکتا ہے,fake,شکاگو ایک نئے مطالعے معلوم ہوا کہ کئی امراض بچانے والا جادوئی روبوٹ تیار کر لیا گیا جوکہ انسانی جسم فاسد مادوں باہر نکالنے صلاحیت رکھتا اس طرح وہ عارض قلب گردوں الزائیمر ڈیمنشیا جیسے مرض خطرے کم کم کرنے معاونت کرتاہے اس علاوہ الزائیمر مرض شدت کم کرتاہے اس روبوٹ چ,"['شکاگو', 'ایک', 'نئے', 'مطالعے', 'معلوم', 'ہوا', 'کہ', 'کئی', 'امراض', 'بچانے', 'والا', 'جادوئی', 'روبوٹ', 'تیار', 'کر', 'لیا', 'گیا', 'جوکہ', 'انسانی', 'جسم', 'فاسد', 'مادوں', 'باہر', 'نکالنے', 'صلاحیت', 'رکھتا', 'اس', 'طرح', 'وہ', 'عارض', 'قلب', 'گردوں', 'الزائیمر', 'ڈیمنشیا', 'جیسے', 'مرض', 'خطرے', 'کم', 'کم', 'کرنے', 'معاونت', 'کرتاہے', 'اس', 'علاوہ', 'الزائیمر', 'مرض', 'شدت', 'کم', 'کرتاہے', 'اس', 'روبوٹ', 'چ']"
جکارتہ 23 اگست (سیاست ڈاٹ کام) پاکستان ہاکی ٹیم نے چہارشنبہ کو ہانگ کانگ کو 0 کے مقابلے میں 26 گول سے ہرا کر ایشیئن گیمز میں اپنی سب سے بڑی جیت اپنے نام کی بدقسمتی سے ہانگ کانگ کی ٹیم 1 گول بھی نہ کر سکی جکارتہ میں ہونے والی گیمز میں پاکستان کی ٹیم نے تقریباً ہر 2 منٹ بعد 1 گول کر کے اپنا وہ 86 سالہ ریکارڈ توڑا جس میں اس نے 1932 کے اولمپکس مقابلوں میں امریکہ کو 1 کے مقابلے میں 24 گول سے شکست دی تھی آٹھ مرتبہ اولمپکس چمپئن بننے والے پاکستان کی ٹیم نے میچ کے پہلے پانچ منٹ میں چار گول کیے اور کھیل ختم ہونے سے سات منٹ قبل اپنے گول کیپر کو بھی گول سے ہٹا لیا اور آگے آ کر حملے کرنے والوں میں شامل کر لیا پیر کو پاکستان نے انڈونیشیا کو 0 کے مقابلے میں 17 گول سے شکست دی تھی پاکستان کا اگلا میچ جمعہ کو جاپان کے خلاف ہو گا چہارشنبہ کو منعقدہ 1 اور میچ میں پاکستان نے عمان کو صفر کے مقابلے میں 10 گول سے شکست دی ہے پاکستان کی گرین شرٹس جنھوں نے یہ گیمز پہلے 8 مرتبہ جیتی ہیں پورے میچ میں عمان کی ٹیم پر حاوی نہ ہوسکے پاکستان کے متبادل کھلاڑی علی شان نے نہایت بہتر کھیل کا مظاہرہ کرتے ہوئے ہیٹ ٹرک بھی کی اس سے پہلے بھی ایک میچ میں پاکستان نے تھائی لینڈ کو 10 گول سے شکست دی تھی دوسری طرف کوریا نے سری لنکا کو 8 گول سے شکست دی اس طرح یہ ٹورنامنٹ ایک ہائی اسکورنگ ٹورنامنٹ بنتا جا رہا ہے جس میں بڑی ٹیمیں زیادہ سے زیادہ گول کر رہی ہیں یاد رہے کہ آج تک نیوزی لینڈ کی ٹیم کا کسی بین الاقوامی میچ میں کسی بھی ٹیم کے خلاف سب سے زیادہ گول کرنے کا ریکارڈ ہے اس نے 1994 میں سمووا کی ٹیم کے خلاف ایک کے مقابلے میں 36 گول کئے تھے,fake,جکارتہ 23 اگست سیاست ڈاٹ کام پاکستان ہاکی ٹیم نے چہار شنبہ ہانگ کانگ 0 مقابلے 2 6 گول ہرا کر ایشیئن گیمز اپنی سب بڑی جیت اپنے نام بد قسمتی ہانگ کانگ ٹیم 1 گول نہ کر سکی جکارتہ ہونے والی گیمز پاکستان ٹیم نے تقریبا ہر 2 منٹ بعد 1 گول کر اپنا وہ 86 سالہ ریکارڈ توڑا جس اس نے 1932 اول,"['جکارتہ', '23', 'اگست', 'سیاست', 'ڈاٹ', 'کام', 'پاکستان', 'ہاکی', 'ٹیم', 'نے', 'چہار', 'شنبہ', 'ہانگ', 'کانگ', '0', 'مقابلے', '2', '6', 'گول', 'ہرا', 'کر', 'ایشیئن', 'گیمز', 'اپنی', 'سب', 'بڑی', 'جیت', 'اپنے', 'نام', 'بد', 'قسمتی', 'ہانگ', 'کانگ', 'ٹیم', '1', 'گول', 'نہ', 'کر', 'سکی', 'جکارتہ', 'ہونے', 'والی', 'گیمز', 'پاکستان', 'ٹیم', 'نے', 'تقریبا', 'ہر', '2', 'منٹ', 'بعد', '1', 'گول', 'کر', 'اپنا', 'وہ', '86', 'سالہ', 'ریکارڈ', 'توڑا', 'جس', 'اس', 'نے', '1932', 'اول']"
قانونی ماہرین کا کہنا ہے کہ کسی بھی معاشرے میں جرائم کی روک تھام کے لیے سزاؤں کا اذیت ناک اور سنگین ہونا ضروری نہیں بلکہ یہ یقینی بنانا اہم ہے کہ سزا ہوگی۔,real,قانونی ماہرین کہنا کہ کسی معاشرے جرائم روک تھام لیے سزاؤں اذیت ناک سنگین ہونا ضروری نہیں بلکہ یقینی بنانا اہم کہ سزا ہو گی,"['قانونی', 'ماہرین', 'کہنا', 'کہ', 'کسی', 'معاشرے', 'جرائم', 'روک', 'تھام', 'لیے', 'سزاؤں', 'اذیت', 'ناک', 'سنگین', 'ہونا', 'ضروری', 'نہیں', 'بلکہ', 'یقینی', 'بنانا', 'اہم', 'کہ', 'سزا', 'ہو', 'گی']"
تائیوان کے میڈیا کے مطابق ایک شخص نے اپنی بیوی کو صحت وصفائی کی عادات کے خلاف چلنے پر عدالت میں طلاق کی ایک اپیل دائر کی ہے جس میں اس نے کہا ہے کہ اس کی بیوی کبھی کبھار دانت صاف کرتی ہے، بال بھی ہفتے میں ایک دفعہ سنوارتی ہے اور ایک سال میں صرف ایک مرتبہ نہاتی ہے,fake,تائیوان میڈیا مطابق ایک شخص نے اپنی بیوی صحت و صفائی عادات خلاف چلنے عدالت طلاق ایک اپیل دائر کیہےجس اس نے کہا کہ اس بیوی کبھی کبھاردانتصاف کرتی بال ہفتے ایک دفعہ سنوارتی ایک سال صرف ایک مرتبہ نہاتی,"['تائیوان', 'میڈیا', 'مطابق', 'ایک', 'شخص', 'نے', 'اپنی', 'بیوی', 'صحت', 'و', 'صفائی', 'عادات', 'خلاف', 'چلنے', 'عدالت', 'طلاق', 'ایک', 'اپیل', 'دائر', 'کیہےجس', 'اس', 'نے', 'کہا', 'کہ', 'اس', 'بیوی', 'کبھی', 'کبھاردانتصاف', 'کرتی', 'بال', 'ہفتے', 'ایک', 'دفعہ', 'سنوارتی', 'ایک', 'سال', 'صرف', 'ایک', 'مرتبہ', 'نہاتی']"
علاقائی رابطوں کی ویب سائٹ انسٹاگرام کے موجد مارک زکربرگ نے انسٹاگرام کی ایگزيکٹو مینجمنٹ کو حکم دیا ہے کہ وہ ونڈو فون سے آئی فون پر منتقل ہوجائیں۔ لندن ٹائمز میں شائع ہونے والے ایک انکشاف  کے مطابق مارک زکربرگ کینيڈين کمپنی ایپل کے جنرل مينيجر کے بیان کے بعد افسوس  میں تھے۔ ایپل کمپنی کے جنرل مینيجر ٹِم کُک نے انسٹاگرام کی ڈیٹا پراسسنگ کے معاملے کو چھپانے پر حمايت کی تھی۔اسی انکشاف کے بعد مارک زکر برگ نے کمپنی کی ایگزيکٹيو مینجمنٹ کو ونڈو فون کا استعمال روکنے اور آئی فون استعمال کر نے کا حکم ديا ہے ۔یہ حکم جاری کرتے ہوئے مارک زکر برگ نے کہا کہ آئی فون ونڈو کے مقابلے میں استعمال کیلئے زیادہ عمدہ ہے۔ برطانوی نشریاتی ادارے کو انٹرویو دیتے ہوئے ٹِم کُک نے کہا تھا کہ ہم آپ کی کاروباری  زندگی میں رکاوٹ نہیں کریں گے، پرائیوسی ہمارے نزدیک علاقائی حق ہے۔ٹِم کُک نے اسی بارے ميں  مزيد کہا کہ اگر وہ زکر برگ کی کمپنی ميں  ہوتے تو حالات مختلف ہوتے۔مارک زکربرگ نے اپنے بیان میں کہا کہ اگر آپ کوئی ایسی ايپ تیار کرنا چاہتے ہیں جو کہ صرف عام افراد کیلئے نہ ہو تو پھر آپ کو ایسی ايپ کی بھی ضرورت ہوتی ہے جو عام لوگوں کو آسانی سے حاصل ہو۔ بانی فیس بک نے کہا کہ یہ سچ ہے کہ ہم سب اولڈ ہوم سنڈروم (ایسی صورتحال جب انسان کو بوڑھوں سے انسیت ہوجائے) کا نشانہ نہ ہوں اور ان کمپنیوں کو جو کہ ہم سے مناسب پیسے لینے کیلئے کوشش کرتی ہیں انہیں اس کام کی اجازت دی جائے کہ وہ ہمیں اس حقائق پر منحرف کرسکیں کہ وہ دراصل ہمارا لحاظ کرتی ہیں، میرے نزدیک یہ لرزہ خیز ہے۔ یاد رہے کہ گزشتہ سال انسٹاگرام کے دو لاکھ مداحوں کا ڈیٹا استعمال کا اسکینڈل منظرعام پر آنے کے بعد کمپنی کے حصص پر منفی اثرات وضع ہوئے تھے ۔نتیجتاً کمپنی کو بھاری انسانی نقصان اٹھانا پڑا۔ بعد میں کمپنی کے موجد مارک زکربرگ نے مداحوں سے معافی مانگتے ہوئے سیٹنگز میں اہم انقلاب کرنے کا تہیہ کیا تھا۔,fake,علاقائی رابطوں ویب سائٹ انسٹاگرام موجد مارک زکربرگ نے انسٹاگرام ایگزیکٹو مینجمنٹ حکم دیا کہ وہ ونڈو فون آئی فون منتقل ہو جائیں لندن ٹائمز شائع ہونے والے ایک انکشاف مطابق مارک زکربرگ کینیڈین کمپنی ایپل جنرل مینیجر بیان بعد افسوس میںتھے ایپل کمپنی جنرل مینیجر ٹم کک نے انسٹاگرام,"['علاقائی', 'رابطوں', 'ویب', 'سائٹ', 'انسٹاگرام', 'موجد', 'مارک', 'زکربرگ', 'نے', 'انسٹاگرام', 'ایگزیکٹو', 'مینجمنٹ', 'حکم', 'دیا', 'کہ', 'وہ', 'ونڈو', 'فون', 'آئی', 'فون', 'منتقل', 'ہو', 'جائیں', 'لندن', 'ٹائمز', 'شائع', 'ہونے', 'والے', 'ایک', 'انکشاف', 'مطابق', 'مارک', 'زکربرگ', 'کینیڈین', 'کمپنی', 'ایپل', 'جنرل', 'مینیجر', 'بیان', 'بعد', 'افسوس', 'میںتھے', 'ایپل', 'کمپنی', 'جنرل', 'مینیجر', 'ٹم', 'کک', 'نے', 'انسٹاگرام']"
ریاست ہائے متحدہ امریکہ اس کوشش کی رہنمائی کرنے اور دنیا کو ایک قابل عمل سائبر وارفیئر معاہدے کے مقصد کی طرف راغب کرنے کے لئے منفرد حیثیت میں ہے۔ بہت سے ادارے جو ان اصولوں کو بتانے میں مددگار ثابت ہوں گے وہ ریاستہائے متحدہ میں مقیم ہیں ، جن میں ریسرچ یونیورسٹیوں اور ٹیکنالوجی کی صنعت بھی شامل ہے۔ اس کوشش کے ایک حص exampleے میں مثال کے طور پر رہنمائی شامل ہوگی ، اور ریاستہائے متحدہ امریکہ ہر جگہ اپنے آپ کو ایک آزاد اور آزادانہ انٹرنیٹ کے محافظ کی حیثیت سے قائم کرسکتا ہے اور چاہئے۔,fake,ریاست ہائے متحدہ امریکہ اس کوشش رہنمائی کرنے دنیا ایک قابل عمل سائبر وارفیئر معاہدے مقصد طرف راغب کرنے لئے منفرد حیثیت میںہے بہت ادارے جوان اصولوں بتانے مددگار ثابت ہوںگے وہ ریاست ہائے متحدہ مقیم ہیںجن ریسرچ یونیورسٹیوںاورٹیکنالوجی صنعت شاملہےاس کوشش ایک حصe xampleے م,"['ریاست', 'ہائے', 'متحدہ', 'امریکہ', 'اس', 'کوشش', 'رہنمائی', 'کرنے', 'دنیا', 'ایک', 'قابل', 'عمل', 'سائبر', 'وارفیئر', 'معاہدے', 'مقصد', 'طرف', 'راغب', 'کرنے', 'لئے', 'منفرد', 'حیثیت', 'میںہے', 'بہت', 'ادارے', 'جوان', 'اصولوں', 'بتانے', 'مددگار', 'ثابت', 'ہوںگے', 'وہ', 'ریاست', 'ہائے', 'متحدہ', 'مقیم', 'ہیںجن', 'ریسرچ', 'یونیورسٹیوںاورٹیکنالوجی', 'صنعت', 'شاملہےاس', 'کوشش', 'ایک', 'حصe', 'xampleے', 'م']"
شمالی کیرولائنا ایک پریشانی کی دنیا میں ہے۔ ان کا باتھ روم کا قانون ، جو ٹرانسجینڈر لوگوں کو بتاتا ہے کہ وہ صنف کے باتھ روم کو اپنے پیدائشی سرٹیفکیٹ پر ضرور استعمال کریں ، اس وجہ سے وہ کاروبار کو بھاگنے یا ریاست سے بچنے کا باعث بنا ہے لہذا وہ اپنے ہی برانڈ کو مکمل طور پر نہیں دیتے ہیں۔ اس میں این بی اے اور 2017 کا آل اسٹار گیم شامل ہے ، جس نے ریاست کی مقننہ کو طے کرنے پر مجبور کیا تاکہ وہ آل اسٹار گیم کو برقرار رکھ سکیں۔ آل اسٹار گیم آئندہ سال شارلٹ میں ہونا تھا۔ شارلٹ دوستانہ ، ہمدردی اور ہمہ گیر بننا چاہتا ہے ، اور وہ اس قانون پر نظر ڈالتے ہوئے ریاستی مقننہ سے ناراض ہیں جس نے ان کے اس قانون کو نافذ کیا ہے جس سے ٹرانس جینڈر لوگوں کو ان کی جنس شناخت کے ساتھ باتھ روم کا استعمال کرنے کی اجازت مل گئی تھی جس کی وجہ سے وہ محسوس کرتے ہیں کہ انہیں صرف دستاویزات پیش کرنا پڑیں گی۔ پیشاب لینے کے ل. این بی اے نے بھی ایسا ہی محسوس کیا ، اور اس معاملے پر مندرجہ ذیل بیان جاری کیا: @ این بی اے اور شارلٹ ہارنیٹس # HB2 کے خلاف جھومتے ہوئے نکل آئے ، ان کا کہنا ہے کہ وہ اس ترمیم شدہ ورژن سے راضی نہیں ہیں: کائل گریفن (@ کیلیریگفن 1) 30 جون ، 2016 ہم شہر اور ریاستی سطح پر متعدد گروہوں کے ساتھ بات چیت میں مصروف رہے ہیں ، لیکن ہم اس بل کے اس ورژن کی توثیق نہیں کرتے جو ہم سمجھتے ہیں اس وقت مقننہ کے سامنے ہے۔ ہم سب کے لئے شمولیت ، باہمی احترام اور یکساں تحفظات کے اپنے رہنما اصولوں کے پابند ہیں۔ ہمیں یقین ہے کہ ہر طرف سے تعمیری مصروفیت ہی آگے کا صحیح راستہ ہے۔ 2017 کے این بی اے آل اسٹار گیم کے حوالے سے کوئی نیا فیصلہ نہیں ہوا ہے۔ ٹھیک ہے ، یہ کہنے کا ایک عمدہ طریقہ ہے کہ ، آپ اب بھی بڑی تعداد میں مذہبی جماعتوں کا گروپ بن چکے ہیں ، اب براہ کرم اپنے آپ کو بھاڑ میں جاؤ۔ اصل میں یہ قطعیت بالکل ٹھیک نہیں ہے ، اور اس سے شمالی کیرولائنا کے جی او پی کو ان مضبوط طوفانوں کی حیثیت سے ظاہر ہوتا ہے جیسے وہ ہیں۔ یہ دراصل معاملات کو خراب کرتا ہے۔ ٹرانس جینڈر لوگوں کو باتھ روم کا استعمال کرنے کے ل sex جنسی تفویض کا سرٹیفکیٹ حاصل کرنا ہوتا ہے جو ان کی صنفی شناخت کے مطابق ہے۔ ذرا تصور کریں کہ سارے سرپھٹ کو حاصل کرنے کے لان کودنا پڑیں گے۔ اس کے بعد وہ سارے ٹرانسجینڈر لوگ ہیں جن کے پاس ابھی تک سرجری نہیں ہوئی تھی ، یا وہ (کسی بھی وجہ سے) دوبارہ سرجری کروانے کے قابل نہیں ہیں۔ یہ ٹھیک ان میں بالکل شامل نہیں ہے۔ جی او پی کا خیال ہے کہ وہ دونوں اطراف سے کھیل رہے ہیں اگرچہ لوگوں کے تناسب کو پولیسنگ میں جاری رکھنے کے لئے کچھ بھی قابل بنائے اور جہاں وہ پیشاب کرسکیں جہاں وہ حقیقی مسائل کو نظرانداز کرتے ہوئے اور حقیقی کام سے گریز کریں۔ مسئلہ یہ ہے کہ یہ خفیہ نگراؤنڈر اسٹالس ہیں ریپبلکن مقننہوں میں بھی اپنا کیک کھانا چاہتے ہیں۔ وہ یا تو امتیازی سلوک کرتے ہیں یا پھر وہ اس کے بارے میں کوئی دو راستہ نہیں رکھتے ہیں۔ شمالی کیرولائنا ایل جی بی ٹی کمیونٹی اور ان کے تمام اتحادیوں کو مطمئن کرنا چاہتی ہے جب کہ وہ انھیں دبانے میں کامیاب رہے۔ اسے ترک کردیں ، این سی۔,fake,شمالی کیرولائنا ایک پریشانی دنیا میںہے ان کاباتھ روم کاقانون جوٹرانس جینڈر لوگوں بتاتا کہ وہ صنف باتھ روم اپنے پیدائشی سرٹیفکیٹ پرضرور استعمال کریں اس وجہ وہ کاروبارکوبھاگنے یاریاست بچنے باعث بناہے لہذاوہ اپنے ہی برانڈکو مکمل طور نہیں دیتے ہیںاس این بی اے 2017 کاآل اسٹار گیم شامل ہ,"['شمالی', 'کیرولائنا', 'ایک', 'پریشانی', 'دنیا', 'میںہے', 'ان', 'کاباتھ', 'روم', 'کاقانون', 'جوٹرانس', 'جینڈر', 'لوگوں', 'بتاتا', 'کہ', 'وہ', 'صنف', 'باتھ', 'روم', 'اپنے', 'پیدائشی', 'سرٹیفکیٹ', 'پرضرور', 'استعمال', 'کریں', 'اس', 'وجہ', 'وہ', 'کاروبارکوبھاگنے', 'یاریاست', 'بچنے', 'باعث', 'بناہے', 'لہذاوہ', 'اپنے', 'ہی', 'برانڈکو', 'مکمل', 'طور', 'نہیں', 'دیتے', 'ہیںاس', 'این', 'بی', 'اے', '2017', 'کاآل', 'اسٹار', 'گیم', 'شامل', 'ہ']"
پاکستان میڈیا ریگولیٹری اتھارٹی (پیمرا) نے دس محرم الحرام کی خصوصی ٹرانسمیشن کے دوران مبینہ طور پر نفرت انگیز مواد نشر کرنے پر ایک نجی ٹی وی چینل کا لائسنس معطل کر دیا ہے۔,real,پاکستان میڈیا ریگولیٹری اتھارٹی پیمرا نے دس محرم الحرام خصوصی ٹرانسمیشن دوران مبینہ طور نفرت انگیز مواد نشر کرنے ایک نجی ٹی وی چینل لائسنس معطل کر دیا,"['پاکستان', 'میڈیا', 'ریگولیٹری', 'اتھارٹی', 'پیمرا', 'نے', 'دس', 'محرم', 'الحرام', 'خصوصی', 'ٹرانسمیشن', 'دوران', 'مبینہ', 'طور', 'نفرت', 'انگیز', 'مواد', 'نشر', 'کرنے', 'ایک', 'نجی', 'ٹی', 'وی', 'چینل', 'لائسنس', 'معطل', 'کر', 'دیا']"
بدھ کو رویت ہلال کمیٹی کی جانب سے ذوالحج کے چاند کے اعلان کے بعد پاکستان کے وفاقی وزیر برائے سائنس و ٹیکنالوجی چوہدری فواد حسین نے اپنے ٹوئٹر اکاؤنٹ پر چاند کی ایک تصویر شیئر کی اور ساتھ لکھا کیا یہ پہلی کا چاند ہے؟ اس ٹویٹ کے بعد عید کی تاریخ پر بحث شروع ہوگئی۔,real,بدھ رویت ہلال کمیٹی جانب ذوالحج چاند اعلان بعد پاکستان وفاقی وزیر برائے سائنس و ٹیکنالوجی چوہدری فواد حسین نے اپنے ٹوئٹر اکاؤنٹ چاند ایک تصویر شیئر ساتھ لکھا کیا پہلی چاندہے اس ٹویٹ بعد عید تاریخ بحث شروع ہو گئی,"['بدھ', 'رویت', 'ہلال', 'کمیٹی', 'جانب', 'ذوالحج', 'چاند', 'اعلان', 'بعد', 'پاکستان', 'وفاقی', 'وزیر', 'برائے', 'سائنس', 'و', 'ٹیکنالوجی', 'چوہدری', 'فواد', 'حسین', 'نے', 'اپنے', 'ٹوئٹر', 'اکاؤنٹ', 'چاند', 'ایک', 'تصویر', 'شیئر', 'ساتھ', 'لکھا', 'کیا', 'پہلی', 'چاندہے', 'اس', 'ٹویٹ', 'بعد', 'عید', 'تاریخ', 'بحث', 'شروع', 'ہو', 'گئی']"
پاکستان کے صوبے پنجاب کے دارالحکومت لاہور میں پاکستان کسان اتحاد اور کسان رابطہ کمیٹی نے گذشتہ روز احتجاجی مظاہرے کے دوران ہلاک ہونے والے کسان اشفاق لنگڑیال کی موت کا ذمہ دار ایس پی صدر اور سی سی پی او لاہور کو قرار دیتے ہوئے ان کی برطرفی کا مطالبہ کر دیا ہے۔,real,پاکستان صوبے پنجاب دارالحکومت لاہور پاکستان کسان اتحاد کسان رابطہ کمیٹی نے گذشتہ روز احتجاجی مظاہرے دوران ہلاک ہونے والے کسان اشفاق لنگڑیال موت ذمہ دار ایس پی صدر سی سی پی او لاہور قرار دیتے ہوئے ان برطرفی مطالبہ کر دیا,"['پاکستان', 'صوبے', 'پنجاب', 'دارالحکومت', 'لاہور', 'پاکستان', 'کسان', 'اتحاد', 'کسان', 'رابطہ', 'کمیٹی', 'نے', 'گذشتہ', 'روز', 'احتجاجی', 'مظاہرے', 'دوران', 'ہلاک', 'ہونے', 'والے', 'کسان', 'اشفاق', 'لنگڑیال', 'موت', 'ذمہ', 'دار', 'ایس', 'پی', 'صدر', 'سی', 'سی', 'پی', 'او', 'لاہور', 'قرار', 'دیتے', 'ہوئے', 'ان', 'برطرفی', 'مطالبہ', 'کر', 'دیا']"
کورونا وائرس: پاکستان میں دوسری لہر کے دوران ایک روز میں ریکارڈ 105 اموات,real,کورونا وائرس پاکستان دوسری لہر دوران ایک روز ریکارڈ 105 اموات,"['کورونا', 'وائرس', 'پاکستان', 'دوسری', 'لہر', 'دوران', 'ایک', 'روز', 'ریکارڈ', '105', 'اموات']"
عراقی ایلچی نے اقوام متحدہ کو بتایا کہ آپریشنوں کے لئے مالی اعانت کے لئے اعضاء کی کٹائی کر سکتے ہیں,fake,عراقی ایلچی نے اقوام متحدہ بتایا کہ آپریشنوں لئے مالی اعانت لئے اعضاء کٹائی کر سکتے ہیں,"['عراقی', 'ایلچی', 'نے', 'اقوام', 'متحدہ', 'بتایا', 'کہ', 'آپریشنوں', 'لئے', 'مالی', 'اعانت', 'لئے', 'اعضاء', 'کٹائی', 'کر', 'سکتے', 'ہیں']"
"; ""پولیس نے کارروائی کرتے ہوئے ملزم شاہد بٹ اور میو ہسپتال سکیورٹی کے سپروائزر عاشق کو گرفتار کر لیا، پولیس کا کہنا تھا کہ ایک ملزم تاحال فرار ہے، اسے بھی جلد گرفتار کر لیا جائے گا، جبکہ گرفتار ملزمان کے خلاف مقدمہ درج کر کے تفتیش کی جارہی ہے۔""; ""پولیس کے مطابق دو روز قبل آمنہ بی بی کی مدعیت میں گوالمنڈی پولیس سٹیشن میں میو ہسپتال کے تین ملازمین کے خلاف مقدمہ درج کیا گیا، آمنہ بی بی کا کہنا تھا کہ بیٹے کی طبیعت خراب ہونے کے باعث اسے میو ہسپتال میں داخل کرایا تھا اور خود بھی ساتھ ہی موجود تھی، میوہسپتال کے وارڈ اٹینڈنٹ شاہد بٹ کی جانب سے اپنے کمرے میں بلایا گیا، جب وہاں پہنچی تو شاہد بٹ نے کمرے کا دروازہ بند کردیا اور مبینہ طور پر زیادتی کا نشانہ بنایا اور دھمکیا ں بھی دیں۔""",real,پولیس نے کارروائی کرتے ہوئے ملزم شاہد بٹ میوہسپتال سکیورٹی سپروائزر عاشق گرفتار کر لیا پولیس کہنا کہ ایک ملزم تاحال فرارہے اسے جلد گرفتار کر لیا جائے گاجبکہ گرفتار ملزمان خلاف مقدمہ درج کر تفتیش جا رہی پولیس مطابق دو روز قبل آمنہ بی بی مدعیت گوالمنڈی پولیس سٹیشن میوہسپتال ک,"['پولیس', 'نے', 'کارروائی', 'کرتے', 'ہوئے', 'ملزم', 'شاہد', 'بٹ', 'میوہسپتال', 'سکیورٹی', 'سپروائزر', 'عاشق', 'گرفتار', 'کر', 'لیا', 'پولیس', 'کہنا', 'کہ', 'ایک', 'ملزم', 'تاحال', 'فرارہے', 'اسے', 'جلد', 'گرفتار', 'کر', 'لیا', 'جائے', 'گاجبکہ', 'گرفتار', 'ملزمان', 'خلاف', 'مقدمہ', 'درج', 'کر', 'تفتیش', 'جا', 'رہی', 'پولیس', 'مطابق', 'دو', 'روز', 'قبل', 'آمنہ', 'بی', 'بی', 'مدعیت', 'گوالمنڈی', 'پولیس', 'سٹیشن', 'میوہسپتال', 'ک']"
